ORIG_FID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,PID,Lon,Lat,_pid_str,BD_ID,BD_MoveDir,BD_Content,BD_ImagePaths,process_status
185,93483881,5114,secondary,浐河西路, ,F,0,0,F,F,1,109.021844,34.324246,1,09021500121902211515263035Q,354.51,"{'Admission': 'GS(2020)6434', 'Date': '20190221', 'DeviceHeight': 2.32, 'FileTag': 'pano_cfg', 'HasDepth': 0, 'HasTopo': 1, 'Heading': 354.51, 'ID': '09021500121902211515263035Q', 'ImgLayer': [{'BlockX': 2, 'BlockY': 1, 'ImgFormat': 'jpg', 'ImgLevel': 1}, {'BlockX': 4, 'BlockY': 2, 'ImgFormat': 'jpg', 'ImgLevel': 2}, {'BlockX': 8, 'BlockY': 4, 'ImgFormat': 'jpg', 'ImgLevel': 3}, {'BlockX': 16, 'BlockY': 8, 'ImgFormat': 'jpg', 'ImgLevel': 4}], 'LayerCount': 4, 'Links': [], 'Mode': 'day', 'MoveDir': 354.51, 'NorthDir': 275.49, 'Obsolete': 0, 'Pitch': 0.29, 'Provider': 9, 'RX': 1213767248, 'RY': 404869534, 'Rname': '浐河西路', 'Roads': [{'ID': '8d6eaf-3c7d-51c1-4537-4aae7c', 'IsCurrent': 1, 'Name': '浐河西路', 'Panos': [{'DIR': 354, 'Order': 0, 'PID': '09021500121902211515215375Q', 'Type': 'street', 'X': 1213768526, 'Y': 404860358}, {'DIR': 354, 'Order': 1, 'PID': '09021500121902211515227255Q', 'Type': 'street', 'X': 1213768361, 'Y': 404862733}, {'DIR': 354, 'Order': 2, 'PID': '09021500121902211515239595Q', 'Type': 'street', 'X': 1213768113, 'Y': 404865151}, {'DIR': 348, 'Order': 3, 'PID': '09021500121902211515251315Q', 'Type': 'street', 'X': 1213767799, 'Y': 404867379}, {'DIR': 348, 'Order': 4, 'PID': '09021500121902211515263035Q', 'Type': 'street', 'X': 1213767400, 'Y': 404869564}, {'DIR': 348, 'Order': 5, 'PID': '09021500121902211515275375Q', 'Type': 'street', 'X': 1213766865, 'Y': 404871854}, {'DIR': 350, 'Order': 6, 'PID': '09021500121902211515288195Q', 'Type': 'street', 'X': 1213766221, 'Y': 404874169}, {'DIR': 338, 'Order': 7, 'PID': '09021500121902211515300375Q', 'Type': 'street', 'X': 1213765537, 'Y': 404876318}, {'DIR': 338, 'Order': 8, 'PID': '09021500121902211515312725Q', 'Type': 'street', 'X': 1213764755, 'Y': 404878483}, {'DIR': 338, 'Order': 9, 'PID': '09021500121902211515324595Q', 'Type': 'street', 'X': 1213763945, 'Y': 404880504}, {'DIR': 338, 'Order': 10, 'PID': '09021500121902211515336315Q', 'Type': 'street', 'X': 1213763104, 'Y': 404882425}, {'DIR': 330, 'Order': 11, 'PID': '09021500121902211515348035Q', 'Type': 'street', 'X': 1213762222, 'Y': 404884279}, {'DIR': 330, 'Order': 12, 'PID': '09021500121902211515359915Q', 'Type': 'street', 'X': 1213761295, 'Y': 404886074}, {'DIR': 330, 'Order': 13, 'PID': '09021500121902211515372255Q', 'Type': 'street', 'X': 1213760281, 'Y': 404887886}, {'DIR': 330, 'Order': 14, 'PID': '09021500121902211515385065Q', 'Type': 'street', 'X': 1213759107, 'Y': 404889724}, {'DIR': 330, 'Order': 15, 'PID': '09021500121902211515397725Q', 'Type': 'street', 'X': 1213757794, 'Y': 404891495}, {'DIR': 320, 'Order': 16, 'PID': '09021500121902211515409595Q', 'Type': 'street', 'X': 1213756461, 'Y': 404893144}, {'DIR': 320, 'Order': 17, 'PID': '09021500121902211515421315Q', 'Type': 'street', 'X': 1213755058, 'Y': 404894819}, {'DIR': 320, 'Order': 18, 'PID': '09021500121902211515433665Q', 'Type': 'street', 'X': 1213753496, 'Y': 404896626}, {'DIR': 320, 'Order': 19, 'PID': '09021500121902211515445535Q', 'Type': 'street', 'X': 1213751955, 'Y': 404898345}, {'DIR': 312, 'Order': 20, 'PID': '09021500121902211515457725Q', 'Type': 'street', 'X': 1213750357, 'Y': 404900038}, {'DIR': 312, 'Order': 21, 'PID': '09021500121902211515470065Q', 'Type': 'street', 'X': 1213748705, 'Y': 404901624}, {'DIR': 312, 'Order': 22, 'PID': '09021500121902211515482255Q', 'Type': 'street', 'X': 1213747064, 'Y': 404903075}, {'DIR': 305, 'Order': 23, 'PID': '09021500121902211515494605Q', 'Type': 'street', 'X': 1213745328, 'Y': 404904439}, {'DIR': 0, 'Order': 24, 'PID': '09021500121902211515506945Q', 'Type': 'street', 'X': 1213743523, 'Y': 404905780}], 'Width': 550}], 'Roll': 1.39, 'SwitchID': [], 'Time': '201902', 'TimeLine': [{'ID': '09021500121902211515263035Q', 'IsCurrent': 1, 'Time': 'day', 'TimeDir': '', 'TimeLine': '201902', 'Year': '2019'}, {'ID': '09021500001505040716037075Z', 'IsCurrent': 0, 'Time': 'day', 'TimeDir': 'obsolete', 'TimeLine': '201505', 'Year': '2015'}, {'ID': '01021500001405210957206775V', 'IsCurrent': 0, 'Time': 'day', 'TimeDir': 'obsolete', 'TimeLine': '201405', 'Year': '2014'}], 'Type': 'street', 'UserID': '', 'Version': '0', 'X': 1213767400, 'Y': 404869564, 'Z': 352.81, 'format_v': '0', 'plane': '', 'procdate': '20230626'}",E:\CodeBase\GitHub\street_view_crawler\data\output\images\panoramic\1_109.021844_34.324246.jpg,success
202,120859765,5112,trunk,北三环路, ,F,0,0,F,F,2,109.001979,34.361967,2,09021500011704231428168025O,92.96,"{'Admission': 'GS(2020)6434', 'Date': '20170423', 'DeviceHeight': 2.32, 'FileTag': 'pano_cfg', 'HasDepth': 0, 'HasTopo': 1, 'Heading': 92.96, 'ID': '09021500011704231428168025O', 'ImgLayer': [{'BlockX': 2, 'BlockY': 1, 'ImgFormat': 'jpg', 'ImgLevel': 1}, {'BlockX': 4, 'BlockY': 2, 'ImgFormat': 'jpg', 'ImgLevel': 2}, {'BlockX': 8, 'BlockY': 4, 'ImgFormat': 'jpg', 'ImgLevel': 3}, {'BlockX': 16, 'BlockY': 8, 'ImgFormat': 'jpg', 'ImgLevel': 4}], 'LayerCount': 4, 'Links': [], 'Mode': 'day', 'MoveDir': 92.96, 'NorthDir': 177.04, 'Obsolete': 0, 'Pitch': 0.09, 'Provider': 9, 'RX': 1213545770, 'RY': 405376447, 'Rname': '北三环', 'Roads': [{'ID': '11d849-240b-488f-6fa7-c75623', 'IsCurrent': 1, 'Name': '北三环', 'Panos': [{'DIR': 93, 'Order': 0, 'PID': '09021500121902181637274985Q', 'Type': 'street', 'X': 1213534469, 'Y': 405377203}, {'DIR': 93, 'Order': 1, 'PID': '09021500011704231428105665O', 'Type': 'street', 'X': 1213535900, 'Y': 405377100}, {'DIR': 93, 'Order': 2, 'PID': '09021500121902181637289205Q', 'Type': 'street', 'X': 1213537673, 'Y': 405376980}, {'DIR': 95, 'Order': 3, 'PID': '09021500121902181637302015Q', 'Type': 'street', 'X': 1213540553, 'Y': 405376794}, {'DIR': 95, 'Order': 4, 'PID': '09021500011704231428142635O', 'Type': 'street', 'X': 1213541717, 'Y': 405376632}, {'DIR': 95, 'Order': 5, 'PID': '09021500121902181637315295Q', 'Type': 'street', 'X': 1213543594, 'Y': 405376563}, {'DIR': 95, 'Order': 6, 'PID': '09021500011704231428155615O', 'Type': 'street', 'X': 1213543766, 'Y': 405376363}, {'DIR': 95, 'Order': 7, 'PID': '09021500011704231428168025O', 'Type': 'street', 'X': 1213545747, 'Y': 405376185}, {'DIR': 94, 'Order': 8, 'PID': '09021500121902181637329515Q', 'Type': 'street', 'X': 1213546886, 'Y': 405376275}, {'DIR': 96, 'Order': 9, 'PID': '09021500011704231428180315O', 'Type': 'street', 'X': 1213547740, 'Y': 405376009}, {'DIR': 96, 'Order': 10, 'PID': '09021500011704231428191355O', 'Type': 'street', 'X': 1213549517, 'Y': 405375871}, {'DIR': 96, 'Order': 11, 'PID': '09021500121902181637350305Q', 'Type': 'street', 'X': 1213551470, 'Y': 405375821}, {'DIR': 96, 'Order': 12, 'PID': '09021500011704231428203755O', 'Type': 'street', 'X': 1213551496, 'Y': 405375667}, {'DIR': 96, 'Order': 13, 'PID': '09021500011704231428215735O', 'Type': 'street', 'X': 1213553373, 'Y': 405375447}, {'DIR': 96, 'Order': 14, 'PID': '09021500121902181637366555Q', 'Type': 'street', 'X': 1213554966, 'Y': 405375435}, {'DIR': 96, 'Order': 15, 'PID': '09021500011704231428227115O', 'Type': 'street', 'X': 1213555239, 'Y': 405375284}, {'DIR': 95, 'Order': 16, 'PID': '09021500011704231428238695O', 'Type': 'street', 'X': 1213557133, 'Y': 405375106}, {'DIR': 95, 'Order': 17, 'PID': '09021500121902181637382335Q', 'Type': 'street', 'X': 1213558484, 'Y': 405375042}, {'DIR': 95, 'Order': 18, 'PID': '09021500011704231428250705O', 'Type': 'street', 'X': 1213559104, 'Y': 405374936}, {'DIR': 95, 'Order': 19, 'PID': '09021500121902181637396245Q', 'Type': 'street', 'X': 1213561533, 'Y': 405374762}, {'DIR': 95, 'Order': 20, 'PID': '09021500011704231428267315O', 'Type': 'street', 'X': 1213561861, 'Y': 405374656}, {'DIR': 96, 'Order': 21, 'PID': '09021500121902181637410935Q', 'Type': 'street', 'X': 1213564669, 'Y': 405374430}, {'DIR': 96, 'Order': 22, 'PID': '09021500122103290856563677N', 'Type': 'street', 'X': 1213566980, 'Y': 405370600}, {'DIR': 96, 'Order': 23, 'PID': '09021500122103290856579617N', 'Type': 'street', 'X': 1213567894, 'Y': 405371749}, {'DIR': 96, 'Order': 24, 'PID': '09021500122103290856599617N', 'Type': 'street', 'X': 1213568909, 'Y': 405372824}, {'DIR': 97, 'Order': 25, 'PID': '09021500122103290857029977N', 'Type': 'street', 'X': 1213570580, 'Y': 405373652}, {'DIR': 97, 'Order': 26, 'PID': '09021500122103290857049197N', 'Type': 'street', 'X': 1213572059, 'Y': 405373599}, {'DIR': 0, 'Order': 27, 'PID': '09021500122103290857066187N', 'Type': 'street', 'X': 1213573746, 'Y': 405373365}], 'Width': 550}], 'Roll': 0.8, 'SwitchID': [], 'Time': '201704', 'TimeLine': [{'ID': '09021500011704231428168025O', 'IsCurrent': 1, 'Time': 'day', 'TimeDir': '', 'TimeLine': '201704', 'Year': '2017'}, {'ID': '01021500001405221513156615V', 'IsCurrent': 0, 'Time': 'day', 'TimeDir': 'obsolete', 'TimeLine': '201405', 'Year': '2014'}], 'Type': 'street', 'UserID': '', 'Version': '0', 'X': 1213545747, 'Y': 405376185, 'Z': 349.65, 'format_v': '0', 'plane': '', 'procdate': '20230626'}",E:\CodeBase\GitHub\street_view_crawler\data\output\images\panoramic\2_109.001979_34.361967.jpg,success
338,152647604,5114,secondary,西三环辅路, ,F,0,0,F,F,3,108.837387,34.249607,3,09021500121902211601597685T,355.13,"{'Admission': 'GS(2020)6434', 'Date': '20190221', 'DeviceHeight': 2.32, 'FileTag': 'pano_cfg', 'HasDepth': 0, 'HasTopo': 1, 'Heading': 355.13, 'ID': '09021500121902211601597685T', 'ImgLayer': [{'BlockX': 2, 'BlockY': 1, 'ImgFormat': 'jpg', 'ImgLevel': 1}, {'BlockX': 4, 'BlockY': 2, 'ImgFormat': 'jpg', 'ImgLevel': 2}, {'BlockX': 8, 'BlockY': 4, 'ImgFormat': 'jpg', 'ImgLevel': 3}, {'BlockX': 16, 'BlockY': 8, 'ImgFormat': 'jpg', 'ImgLevel': 4}], 'LayerCount': 4, 'Links': [], 'Mode': 'day', 'MoveDir': 355.13, 'NorthDir': 274.87, 'Obsolete': 0, 'Pitch': -0.17, 'Provider': 9, 'RX': 1211709235, 'RY': 403873841, 'Rname': '西三环辅路', 'Roads': [{'ID': 'ec83d7-4d28-f771-b517-948eb3', 'IsCurrent': 1, 'Name': '西三环辅路', 'Panos': [{'DIR': 354, 'Order': 0, 'PID': '09021500121902181339314621L', 'Type': 'street', 'X': 1211710139, 'Y': 403857419}, {'DIR': 353, 'Order': 1, 'PID': '09021500121902211601380115T', 'Type': 'street', 'X': 1211709969, 'Y': 403858770}, {'DIR': 353, 'Order': 2, 'PID': '09021500121902181339328301L', 'Type': 'street', 'X': 1211710053, 'Y': 403858819}, {'DIR': 353, 'Order': 3, 'PID': '09021500121902181339340011L', 'Type': 'street', 'X': 1211709968, 'Y': 403860116}, {'DIR': 353, 'Order': 4, 'PID': '09021500121902211601392455T', 'Type': 'street', 'X': 1211709786, 'Y': 403860238}, {'DIR': 353, 'Order': 5, 'PID': '09021500121902181339351731L', 'Type': 'street', 'X': 1211709794, 'Y': 403861469}, {'DIR': 353, 'Order': 6, 'PID': '09021500121902211601406205T', 'Type': 'street', 'X': 1211709625, 'Y': 403861694}, {'DIR': 353, 'Order': 7, 'PID': '09021500121902181339359601L', 'Type': 'street', 'X': 1211709709, 'Y': 403862328}, {'DIR': 353, 'Order': 8, 'PID': '09021500121902211601423975T', 'Type': 'street', 'X': 1211709455, 'Y': 403863359}, {'DIR': 353, 'Order': 9, 'PID': '09021500121902181339370411L', 'Type': 'street', 'X': 1211709624, 'Y': 403863619}, {'DIR': 353, 'Order': 10, 'PID': '09021500121902181339381661L', 'Type': 'street', 'X': 1211709453, 'Y': 403864993}, {'DIR': 353, 'Order': 11, 'PID': '09021500121902211601445735T', 'Type': 'street', 'X': 1211709287, 'Y': 403865280}, {'DIR': 353, 'Order': 12, 'PID': '09021500121902181339392131L', 'Type': 'street', 'X': 1211709371, 'Y': 403866218}, {'DIR': 353, 'Order': 13, 'PID': '09021500121902181349167321L', 'Type': 'street', 'X': 1211709371, 'Y': 403866277}, {'DIR': 353, 'Order': 14, 'PID': '09021500121902211601459645T', 'Type': 'street', 'X': 1211709199, 'Y': 403866496}, {'DIR': 353, 'Order': 15, 'PID': '09021500121902181349182531L', 'Type': 'street', 'X': 1211709286, 'Y': 403867341}, {'DIR': 353, 'Order': 16, 'PID': '09021500121902181339403381L', 'Type': 'street', 'X': 1211709198, 'Y': 403867469}, {'DIR': 353, 'Order': 17, 'PID': '09021500121902211601481905T', 'Type': 'street', 'X': 1211709028, 'Y': 403868523}, {'DIR': 353, 'Order': 18, 'PID': '09021500121902181349203241L', 'Type': 'street', 'X': 1211709112, 'Y': 403868626}, {'DIR': 353, 'Order': 19, 'PID': '09021500121902181339415261L', 'Type': 'street', 'X': 1211709112, 'Y': 403868690}, {'DIR': 353, 'Order': 20, 'PID': '09021500121902211601494715T', 'Type': 'street', 'X': 1211708859, 'Y': 403869577}, {'DIR': 353, 'Order': 21, 'PID': '09021500121902181349235901L', 'Type': 'street', 'X': 1211709027, 'Y': 403869647}, {'DIR': 353, 'Order': 22, 'PID': '09021500121902211601520495T', 'Type': 'street', 'X': 1211708773, 'Y': 403870928}, {'DIR': 353, 'Order': 23, 'PID': '09021500121902181349333221L', 'Type': 'street', 'X': 1211708943, 'Y': 403870978}, {'DIR': 353, 'Order': 24, 'PID': '09021500121902181349359871L', 'Type': 'street', 'X': 1211708773, 'Y': 403872204}, {'DIR': 353, 'Order': 25, 'PID': '09021500121902211601556435T', 'Type': 'street', 'X': 1211708603, 'Y': 403872306}, {'DIR': 353, 'Order': 26, 'PID': '09021500121902181349389001L', 'Type': 'street', 'X': 1211708687, 'Y': 403873276}, {'DIR': 353, 'Order': 27, 'PID': '09021500121902211601597685T', 'Type': 'street', 'X': 1211708514, 'Y': 403873764}, {'DIR': 353, 'Order': 28, 'PID': '09021500121902181349433071L', 'Type': 'street', 'X': 1211708514, 'Y': 403874764}, {'DIR': 353, 'Order': 29, 'PID': '09021500121902211602035035T', 'Type': 'street', 'X': 1211708344, 'Y': 403875327}, {'DIR': 353, 'Order': 30, 'PID': '09021500121902181339545781L', 'Type': 'street', 'X': 1211708513, 'Y': 403875803}, {'DIR': 353, 'Order': 31, 'PID': '09021500121902181349481191L', 'Type': 'street', 'X': 1211708428, 'Y': 403876186}, {'DIR': 353, 'Order': 32, 'PID': '09021500121902211602057845T', 'Type': 'street', 'X': 1211708258, 'Y': 403876811}, {'DIR': 353, 'Order': 33, 'PID': '09021500121902181339577811L', 'Type': 'street', 'X': 1211708343, 'Y': 403877066}, {'DIR': 0, 'Order': 34, 'PID': '09021500121902181349502441L', 'Type': 'street', 'X': 1211708258, 'Y': 403877425}], 'Width': 550}], 'Roll': -1.23, 'SwitchID': [], 'Time': '201902', 'TimeLine': [{'ID': '09021500121902211601597685T', 'IsCurrent': 1, 'Time': 'day', 'TimeDir': '', 'TimeLine': '201902', 'Year': '2019'}, {'ID': '09021500011704231224394905O', 'IsCurrent': 0, 'Time': 'day', 'TimeDir': 'obsolete', 'TimeLine': '201704', 'Year': '2017'}, {'ID': '09021500011608151701264588T', 'IsCurrent': 0, 'Time': 'day', 'TimeDir': 'obsolete', 'TimeLine': '201608', 'Year': '2016'}, {'ID': '01021500001405290929549415I', 'IsCurrent': 0, 'Time': 'day', 'TimeDir': 'obsolete', 'TimeLine': '201405', 'Year': '2014'}], 'Type': 'street', 'UserID': '', 'Version': '0', 'X': 1211708514, 'Y': 403873764, 'Z': 369.13, 'format_v': '0', 'plane': '', 'procdate': '20230626'}",E:\CodeBase\GitHub\street_view_crawler\data\output\images\panoramic\3_108.837387_34.249607.jpg,success
432,181010735,5114,secondary,西三环辅路, ,F,0,0,F,F,4,108.840968,34.203999,4,09021500121902251115369065X,254.47,"{'Admission': 'GS(2020)6434', 'Date': '20190225', 'DeviceHeight': 2.32, 'FileTag': 'pano_cfg', 'HasDepth': 0, 'HasTopo': 1, 'Heading': 254.47, 'ID': '09021500121902251115369065X', 'ImgLayer': [{'BlockX': 2, 'BlockY': 1, 'ImgFormat': 'jpg', 'ImgLevel': 1}, {'BlockX': 4, 'BlockY': 2, 'ImgFormat': 'jpg', 'ImgLevel': 2}, {'BlockX': 8, 'BlockY': 4, 'ImgFormat': 'jpg', 'ImgLevel': 3}, {'BlockX': 16, 'BlockY': 8, 'ImgFormat': 'jpg', 'ImgLevel': 4}], 'LayerCount': 4, 'Links': [], 'Mode': 'day', 'MoveDir': 254.47, 'NorthDir': 15.53, 'Obsolete': 0, 'Pitch': -0.03, 'Provider': 9, 'RX': 1211747771, 'RY': 403262425, 'Rname': '丈八立交', 'Roads': [{'ID': 'caec26-5d6a-2bea-7536-17dcdc', 'IsCurrent': 1, 'Name': '丈八立交', 'Panos': [{'DIR': 252, 'Order': 0, 'PID': '09021500121902251115321725X', 'Type': 'street', 'X': 1211758552, 'Y': 403265572}, {'DIR': 253, 'Order': 1, 'PID': '09021500121902251115333135X', 'Type': 'street', 'X': 1211756022, 'Y': 403264839}, {'DIR': 253, 'Order': 2, 'PID': '09021500121709211032489126B', 'Type': 'street', 'X': 1211754786, 'Y': 403265336}, {'DIR': 252, 'Order': 3, 'PID': '09021500121902251115346105X', 'Type': 'street', 'X': 1211753135, 'Y': 403263984}, {'DIR': 254, 'Order': 4, 'PID': '09021500121902251115357975X', 'Type': 'street', 'X': 1211750398, 'Y': 403263139}, {'DIR': 253, 'Order': 5, 'PID': '09021500121902251115369065X', 'Type': 'street', 'X': 1211747792, 'Y': 403262357}, {'DIR': 253, 'Order': 6, 'PID': '09021500121902251115380475X', 'Type': 'street', 'X': 1211745005, 'Y': 403261572}, {'DIR': 0, 'Order': 7, 'PID': '09021500121902251115391885X', 'Type': 'street', 'X': 1211742191, 'Y': 403260735}], 'Width': 550}], 'Roll': 0.28, 'SwitchID': [], 'Time': '201902', 'TimeLine': [{'ID': '09021500121902251115369065X', 'IsCurrent': 1, 'Time': 'day', 'TimeDir': '', 'TimeLine': '201902', 'Year': '2019'}, {'ID': '09021500121709211032541936B', 'IsCurrent': 0, 'Time': 'day', 'TimeDir': 'obsolete', 'TimeLine': '201709', 'Year': '2017'}, {'ID': '01021500001405281255239845I', 'IsCurrent': 0, 'Time': 'day', 'TimeDir': 'obsolete', 'TimeLine': '201405', 'Year': '2014'}], 'Type': 'street', 'UserID': '', 'Version': '0', 'X': 1211747792, 'Y': 403262357, 'Z': 383.89, 'format_v': '0', 'plane': '', 'procdate': '20230626'}",E:\CodeBase\GitHub\street_view_crawler\data\output\images\panoramic\4_108.840968_34.203999.jpg,success
